genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Bclaf1	-0.202540221151551	7.45770068159709	-3.86634309338405	0.00116164984525566	0.100366009367411	-0.877551666270842
Serinc5	-0.258356362169362	7.24595055078315	-3.85701205919859	0.0011858691271081	0.100366009367411	-0.886454379880571
Btbd3	-0.20376208880532	7.59248872397257	-3.86185483916263	0.00117323693799298	0.100366009367411	-0.893205393464356
Rpl26	-0.216634198814094	7.35172034030744	-3.85543908294383	0.00119000139783052	0.100366009367411	-0.895329871634936
Gfap	-0.270620186002253	9.87617637664641	-3.9418441184511	0.00110289584793355	0.100366009367411	-0.904328082621966
Ppp2r3a	-0.25506642493304	5.68546764074422	-3.79938016802094	0.00134706813708289	0.10729784190864	-0.904988760892453
Rpl21	-0.20731987087749	7.34018742010213	-3.83823667739535	0.00123614452713823	0.103455788117415	-0.930895140043158
Lrrc59	0.22221933578511	5.7754873635874	3.78894389963436	0.00137852041893606	0.10812130042557	-0.932222505085856
Acin1	0.181828151462032	7.66484369416625	3.82911334712464	0.00126133894440003	0.104758532176124	-0.965393725519065
Aldh6a1	-0.245623650716902	6.54550553844093	-3.78802354312557	0.00138132911389285	0.10812130042557	-0.987293742707561
Bmpr1a	-0.292962960716583	6.16763906037233	-3.77334169913031	0.00142691550840905	0.108782530404484	-0.991525649033465
Stxbp3	-0.333732829304476	5.50165944821564	-3.74453269564688	0.00152077940671218	0.109587284725842	-1.00440137493031
Gnb4	-0.46419846131911	3.40826434056732	-3.80587840727928	0.00132784753730981	0.107212879671311	-1.00635604042624
Pla2g7	-0.37603223344946	5.28990998416145	-3.74568905319137	0.00156090052535934	0.109587284725842	-1.01029656870869
Ndufab1	0.217554010962062	5.95530326201848	3.75414312523106	0.00148880120050626	0.109587284725842	-1.0160545910721
Cdh10	-0.238261225611843	6.00941482294956	-3.75410064305125	0.00148894106994596	0.109587284725842	-1.01997583920554
Galnt9	0.245047932421486	7.47400076284846	3.79803384729847	0.00135108495785696	0.10729784190864	-1.02185016182451
Sgsm1	0.234809195821153	8.01274018248176	3.80504171026426	0.00133030687092159	0.107212879671311	-1.03143618816045
Prdx1	-0.326617082201488	6.03682556152998	-3.76001645238951	0.00152298054397862	0.109587284725842	-1.03487614031034
Sema3d	-0.463028668720581	3.84346684671945	-3.73679071586566	0.0015470384055987	0.109587284725842	-1.04210130267541
Tjap1	0.241014885953029	5.70256563106192	3.73182847634135	0.00156410665439587	0.109587284725842	-1.04361284318077
Blmh	-0.245494100743924	5.39690557473216	-3.72192524604478	0.00159873381137487	0.110791234826488	-1.04394990056594
Tgfb3	0.45606754835763	4.20673956717699	3.71542649190366	0.00162187159443444	0.111683309793967	-1.04449184184268
Apod	-0.240310046720164	7.11718615620146	-3.77600770783502	0.00141852741530284	0.108782530404484	-1.04913223652722
44262	-0.254738729708945	5.93315996278646	-3.73545404294507	0.00155161768423585	0.109587284725842	-1.05267176746377
Taf1d	-0.308274069117063	4.94323588981529	-3.70482663107771	0.00166032951709463	0.113447540901883	-1.05651805830016
Rnasek	0.194607613467424	7.17390801549305	3.77243789479458	0.00142977039042658	0.108782530404484	-1.05996726675021
Hapln1	-0.299244746032158	5.02538810235425	-3.70181745896221	0.00167141204823655	0.113447540901883	-1.06542956577893
Sec23b	-0.414731634854102	4.91263202886495	-3.70991114413087	0.00170637438416729	0.113447540901883	-1.07270882119103
Wscd1	-0.187908082181369	7.70671711231437	-3.7787503820662	0.00140994951556716	0.108782530404484	-1.07330325890273
Hmgn2	-0.369443198649354	4.9064279235922	-3.68105066140433	0.00174993143012356	0.114007508740984	-1.10203077809189
Sfpq	0.181951923905641	7.48344213406007	3.75333676049973	0.00149145833710144	0.109587284725842	-1.1163055636735
Stag1	-0.239385431898635	5.90547178296151	-3.68803335221079	0.00172312791050551	0.113447540901883	-1.14772542505809
Bmpr1b	-0.400879785569598	3.88715582305231	-3.67138748577385	0.00178771077850283	0.115525520355333	-1.15415089271527
Eya4	-0.435033917251395	3.32223745337509	-3.72975670151171	0.00157128827364258	0.109587284725842	-1.15677426965069
Ctsh	-0.2482771010149	5.16002987224609	-3.65831458131744	0.0018401171532737	0.115525520355333	-1.15814618062272
Lrp12	-0.224216599057238	6.17851040488733	-3.69150430332594	0.00170995708059998	0.113447540901883	-1.16122890291547
Sox8	-0.27237190179563	6.27873038036496	-3.69213586122323	0.00170757139151056	0.113447540901883	-1.16711564606177
B4galt4	0.410132257597053	3.98140221834098	3.6433748026358	0.00190188293847611	0.116126620942609	-1.19542356614067
Htr2a	0.568513945231623	3.44545103881973	3.68816145459317	0.00172264002244878	0.113447540901883	-1.20082826208372
Elfn1	0.245737935719234	5.92973585844618	3.6618379019782	0.00182584415886404	0.115525520355333	-1.20314617394011
Rnd3	-0.447214440364913	4.45637073093121	-3.63059650746223	0.00199043038961327	0.117058825075635	-1.20717809689219
Tecta	-0.527381482506444	2.93453937293201	-3.76489239210702	0.00145382841739212	0.109587284725842	-1.21966435184289
Usp1	-0.443856861385052	4.54357164825836	-3.62178120298515	0.00205409954573102	0.118875548178476	-1.23179328111856
Clic4	-0.245377754023408	5.21835601310234	-3.61783241184641	0.00201229990020789	0.117708725345494	-1.24212593453213
LOC685322	0.516604695379376	4.67823563162351	3.68388583360708	0.00217346191689432	0.120451445935651	-1.24885811606419
Prss12	0.413219172585066	4.24928552878426	3.59986992192595	0.00209374632893357	0.119947092685432	-1.25861434132392
Adsl	0.227512785431191	6.15447968412038	3.63916399750177	0.00191966160562735	0.116126620942609	-1.26707634805408
Pdxk	0.262073671413789	5.52077117464586	3.61203168627297	0.00203825134960051	0.118589169431302	-1.27351981258434
Lrp5	0.353390630380435	4.60196002259491	3.58691335346684	0.00215452128395173	0.120451445935651	-1.27872565937356
Rps3a	-0.250692343057958	7.2797021106483	-3.66412075791922	0.00181665521403255	0.115525520355333	-1.29255548579319
